"contrast","gene_id","gene_symbol","gene_symbol_original","identifier_source","logFC","PValue_original","PValue","FDR","rank_stat"
"ACLT_untreated_t7_vs_Control","ENSSSCG00000051455","CDC25C","CDC25C","pig_gene_symbol_from_DE_table",2.45760547826276,3.61034124843399e-08,3.61034124843399e-08,3.21162418681006e-06,7.4424517467626
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010214","CDK1","CDK1","pig_gene_symbol_from_DE_table",3.17604242313264,3.7063373594473e-08,3.7063373594473e-08,3.27654035012505e-06,7.43105505272403
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009373","SLC25A15","SLC25A15","pig_gene_symbol_from_DE_table",1.48097003041279,3.83612566384137e-08,3.83612566384137e-08,3.37034423292927e-06,7.41610717464554
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024696","CCNYL1","CCNYL1","pig_gene_symbol_from_DE_table",0.969500246088337,4.08116852991974e-08,4.08116852991974e-08,3.52044070826349e-06,7.38921547087168
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009670","ENSSSCG00000009670","ENSSSCG00000009670","pig_gene_symbol_from_DE_table",2.56582861827631,4.38267698887353e-08,4.38267698887353e-08,3.71301437991887e-06,7.35826053644602
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004554","PCLAF","PCLAF","pig_gene_symbol_from_DE_table",2.90711576328402,4.52249519768227e-08,4.52249519768227e-08,3.79756937709428e-06,7.3446218856337
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001837","FANCI","FANCI","pig_gene_symbol_from_DE_table",1.70642917874204,4.57244929702316e-08,4.57244929702316e-08,3.80582870435851e-06,7.3398511016296
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013509","CHAF1A","CHAF1A","pig_gene_symbol_from_DE_table",1.46576675596585,5.29096556430724e-08,5.29096556430724e-08,4.18368404871027e-06,7.27646506501869
"ACLT_untreated_t7_vs_Control","ENSSSCG00000048264","ENSSSCG00000048264","ENSSSCG00000048264","pig_gene_symbol_from_DE_table",3.44625193646765,5.47134116346853e-08,5.47134116346853e-08,4.2787691637169e-06,7.26190620410531
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017032","ENSSSCG00000017032","ENSSSCG00000017032","pig_gene_symbol_from_DE_table",3.24503564599123,5.51446951132738e-08,5.51446951132738e-08,4.28893139643293e-06,7.25849626008408
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000857","IGF1","IGF1","pig_gene_symbol_from_DE_table",2.24648143187647,6.13005666804144e-08,6.13005666804144e-08,4.69081164280827e-06,7.21253551071748
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009779","MPHOSPH9","MPHOSPH9","pig_gene_symbol_from_DE_table",1.38153110051477,6.43312954966326e-08,6.43312954966326e-08,4.84458904128874e-06,7.19157770273652
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039216","CENPN","CENPN","pig_gene_symbol_from_DE_table",2.63115097101495,6.84516644167849e-08,6.84516644167849e-08,5.10090334892199e-06,7.16461598743887
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004195","ARG1","ARG1","pig_gene_symbol_from_DE_table",4.07552234028659,6.88199236999908e-08,6.88199236999908e-08,5.10163528136442e-06,7.16228581321307
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011519","GXYLT2","GXYLT2","pig_gene_symbol_from_DE_table",1.33427911208778,7.0939155654905e-08,7.0939155654905e-08,5.23148705925525e-06,7.14911398497315
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011207","SGO1","SGO1","pig_gene_symbol_from_DE_table",3.4944109776645,7.18821014870152e-08,7.18821014870152e-08,5.27370077559117e-06,7.14337923469504
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010568","NPM3","NPM3","pig_gene_symbol_from_DE_table",2.04335693351626,7.52156130059376e-08,7.52156130059376e-08,5.46195826486485e-06,7.12369200065138
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003888","STIL","STIL","pig_gene_symbol_from_DE_table",1.98202132781534,7.6890461045104e-08,7.6890461045104e-08,5.47190966027482e-06,7.11412753500266
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024692","RRBP1","RRBP1","pig_gene_symbol_from_DE_table",1.72539559750924,7.77288232608852e-08,7.77288232608852e-08,5.50405145011035e-06,7.10941790704265
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017109","ADAMTS16","ADAMTS16","pig_gene_symbol_from_DE_table",2.47877570576886,7.91666308326719e-08,7.91666308326719e-08,5.55181208085322e-06,7.10145783733785
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001679","XPO5","XPO5","pig_gene_symbol_from_DE_table",1.12238972931942,7.9183436549793e-08,7.9183436549793e-08,5.55181208085322e-06,7.10136565385655
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029096","HRH2","HRH2","pig_gene_symbol_from_DE_table",2.21380593865041,8.06474512549738e-08,8.06474512549738e-08,5.62674104760805e-06,7.09340935330157
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011731","SMC4","SMC4","pig_gene_symbol_from_DE_table",1.33928200812747,8.32900862831873e-08,8.32900862831873e-08,5.75469804887672e-06,7.07940668801373
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005651","ODF2","ODF2","pig_gene_symbol_from_DE_table",0.930615845855955,8.45799848990151e-08,8.45799848990151e-08,5.81558900998881e-06,7.07273239672843
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017022","HMMR","HMMR","pig_gene_symbol_from_DE_table",2.07551393466728,8.66444756859509e-08,8.66444756859509e-08,5.90053025090019e-06,7.06225912199323
"ACLT_untreated_t7_vs_Control","ENSSSCG00000034913","GINS1","GINS1","pig_gene_symbol_from_DE_table",2.08163323025387,8.70914196569557e-08,8.70914196569557e-08,5.90135739949182e-06,7.06002463005772
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009671","PBK","PBK","pig_gene_symbol_from_DE_table",2.30533456268546,9.02188761766531e-08,9.02188761766531e-08,6.0285693174756e-06,7.04470258705119
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038929","CEMIP","CEMIP","pig_gene_symbol_from_DE_table",3.78073573023167,1.00784518565192e-07,1.00784518565192e-07,6.56968071741282e-06,6.99660617441905
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023176","TROAP","TROAP","pig_gene_symbol_from_DE_table",3.16322489982402,1.01547794409529e-07,1.01547794409529e-07,6.56968071741282e-06,6.99332950491475
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013393","SPON1","SPON1","pig_gene_symbol_from_DE_table",1.90955825395903,1.02661766287013e-07,1.02661766287013e-07,6.58191405208586e-06,6.98859126801112
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039546","KNTC1","KNTC1","pig_gene_symbol_from_DE_table",3.11303620879888,1.03635284563109e-07,1.03635284563109e-07,6.61453365554589e-06,6.98449235576736
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035958","EVA1A","EVA1A","pig_gene_symbol_from_DE_table",1.85347575386879,1.04357916670488e-07,1.04357916670488e-07,6.63092066058508e-06,6.98147459944094
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000074","MCHR1","MCHR1","pig_gene_symbol_from_DE_table",3.80471425614352,1.06118100211309e-07,1.06118100211309e-07,6.68309256773257e-06,6.97421053361555
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013352","E2F8","E2F8","pig_gene_symbol_from_DE_table",3.66617342361094,1.1092929959584e-07,1.1092929959584e-07,6.95531595219204e-06,6.95495372912428
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010497","ENTPD1","ENTPD1","pig_gene_symbol_from_DE_table",1.4051420852503,1.1241149159656e-07,1.1241149159656e-07,7.01733666620105e-06,6.94918928946207
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003644","FHL3","FHL3","pig_gene_symbol_from_DE_table",1.3500115966558,1.19123168770182e-07,1.19123168770182e-07,7.3716524395913e-06,6.9240037625267
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016877","NNT","NNT","pig_gene_symbol_from_DE_table",1.04483235971583,1.20661820608148e-07,1.20661820608148e-07,7.38049292651301e-06,6.91843012610973
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001510","KIFC1","KIFC1","pig_gene_symbol_from_DE_table",2.65577022353052,1.21167963499792e-07,1.21167963499792e-07,7.38049292651301e-06,6.91661219134477
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013776","DDX39A","DDX39A","pig_gene_symbol_from_DE_table",0.997389373817462,1.27599834099906e-07,1.27599834099906e-07,7.66298919301251e-06,6.89414989026644
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002032","SLC7A8","SLC7A8","pig_gene_symbol_from_DE_table",2.53189110487968,1.30035061433773e-07,1.30035061433773e-07,7.74388715224642e-06,6.8859395328147
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003861","ORC1","ORC1","pig_gene_symbol_from_DE_table",2.47712886275296,1.35265140037942e-07,1.35265140037942e-07,8.02178640900013e-06,6.86881411352681
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026587","BATF3","BATF3","pig_gene_symbol_from_DE_table",2.41266767602289,1.37118116156749e-07,1.37118116156749e-07,8.06447168288847e-06,6.86290516208036
"ACLT_untreated_t7_vs_Control","ENSSSCG00000025488","MCM3","MCM3","pig_gene_symbol_from_DE_table",1.90817039703211,1.37983847568806e-07,1.37983847568806e-07,8.08199219113918e-06,6.86017174926764
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017072","GALNT10","GALNT10","pig_gene_symbol_from_DE_table",1.03402768594219,1.41482118505497e-07,1.41482118505497e-07,8.233743453437e-06,6.84929844582959
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006376","ENSSSCG00000006376","ENSSSCG00000006376","pig_gene_symbol_from_DE_table",3.80517666631555,1.45073577191142e-07,1.45073577191142e-07,8.35620015927287e-06,6.83841168008493
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003870","NRDC","NRDC","pig_gene_symbol_from_DE_table",0.718051021697441,1.48735270523811e-07,1.48735270523811e-07,8.46779642146162e-06,6.82758603230172
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011610","NUP210","NUP210","pig_gene_symbol_from_DE_table",2.30372068623111,1.53049424462375e-07,1.53049424462375e-07,8.6553550428704e-06,6.81516829921454
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011662","COPB2","COPB2","pig_gene_symbol_from_DE_table",1.10162877922525,1.53245940476592e-07,1.53245940476592e-07,8.6553550428704e-06,6.81461102122695
"ACLT_untreated_t7_vs_Control","ENSSSCG00000037597","CDK2","CDK2","pig_gene_symbol_from_DE_table",0.994253317266201,1.55493326899134e-07,1.55493326899134e-07,8.74757518480387e-06,6.80828824427746
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055702","CENPO","CENPO","pig_gene_symbol_from_DE_table",2.11730510542992,1.5848459644517e-07,1.5848459644517e-07,8.88075299686654e-06,6.80001294167303
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009653","CDCA2","CDCA2","pig_gene_symbol_from_DE_table",3.02666669615546,1.69339792596271e-07,1.69339792596271e-07,9.25913413023651e-06,6.77124097647856
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001852","IDH2","IDH2","pig_gene_symbol_from_DE_table",1.02248309422731,1.70738705229881e-07,1.70738705229881e-07,9.25913413023651e-06,6.76766801630576
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016441","ABCF2","ABCF2","pig_gene_symbol_from_DE_table",1.10891955623773,1.7177404730955e-07,1.7177404730955e-07,9.2608333915031e-06,6.76504245145742
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016750","YKT6","YKT6","pig_gene_symbol_from_DE_table",0.764365133675593,1.73698027597857e-07,1.73698027597857e-07,9.29415047669284e-06,6.76020511309136
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000837","CHST11","CHST11","pig_gene_symbol_from_DE_table",1.49179167963561,1.77742264400056e-07,1.77742264400056e-07,9.4749275251161e-06,6.75020929130973
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010240","DNA2","DNA2","pig_gene_symbol_from_DE_table",2.41403284333801,1.78458278395786e-07,1.78458278395786e-07,9.47759953883294e-06,6.74846330101054
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001392","TCF19","TCF19","pig_gene_symbol_from_DE_table",2.53052262708002,1.81233748650776e-07,1.81233748650776e-07,9.55404471838657e-06,6.74176092648234
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015235","ETS1","ETS1","pig_gene_symbol_from_DE_table",1.54487979872752,1.81240221595192e-07,1.81240221595192e-07,9.55404471838657e-06,6.74174541549798
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013766","IL27RA","IL27RA","pig_gene_symbol_from_DE_table",1.56212573867029,1.8267236755852e-07,1.8267236755852e-07,9.59400666959563e-06,6.73832714243654
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024257","CEMIP2","CEMIP2","pig_gene_symbol_from_DE_table",1.51660297171786,1.84837701480445e-07,1.84837701480445e-07,9.67204046018814e-06,6.73320944071904
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027135","PPM1G","PPM1G","pig_gene_symbol_from_DE_table",0.75645956170663,2.0053503661245e-07,2.0053503661245e-07,1.03660938860674e-05,6.6978097383649
"ACLT_untreated_t7_vs_Control","ENSSSCG00000059124","BAALC","BAALC","pig_gene_symbol_from_DE_table",1.93657060041259,2.01920532705479e-07,2.01920532705479e-07,1.03660938860674e-05,6.69481951668148
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015600","DTL","DTL","pig_gene_symbol_from_DE_table",3.2859618452063,2.10788967138937e-07,2.10788967138937e-07,1.07532593881308e-05,6.6761521241809
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004164","MTFR2","MTFR2","pig_gene_symbol_from_DE_table",3.48961518791305,2.14088681434899e-07,2.14088681434899e-07,1.08825864387961e-05,6.66940629263225
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004371","CRYBG1","CRYBG1","pig_gene_symbol_from_DE_table",1.53960226880011,2.27739165550511e-07,2.27739165550511e-07,1.13733738360717e-05,6.64256227496331
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013586","LRRC8E","LRRC8E","pig_gene_symbol_from_DE_table",2.20232403771726,2.29753644445779e-07,2.29753644445779e-07,1.14338588160726e-05,6.63873759093146
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003532","LUZP1","LUZP1","pig_gene_symbol_from_DE_table",1.48557235018112,2.34741264925634e-07,2.34741264925634e-07,1.16009459155783e-05,6.62941055950989
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026268","DLG5","DLG5","pig_gene_symbol_from_DE_table",1.26133414708774,2.39632880336035e-07,2.39632880336035e-07,1.18017120616705e-05,6.62045359208912
"ACLT_untreated_t7_vs_Control","ENSSSCG00000059665","CEP192","CEP192","pig_gene_symbol_from_DE_table",0.854377828925731,2.41766836849748e-07,2.41766836849748e-07,1.18657496168361e-05,6.61660327155181
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039119","PDXDC1","PDXDC1","pig_gene_symbol_from_DE_table",0.721784386762968,2.46373157752937e-07,2.46373157752937e-07,1.20466116906931e-05,6.60840661012285
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000399","TIMELESS","TIMELESS","pig_gene_symbol_from_DE_table",2.03693553157192,2.4763637053794e-07,2.4763637053794e-07,1.20466116906931e-05,6.60618556981378
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022149","RMI2","RMI2","pig_gene_symbol_from_DE_table",2.17358218539498,2.49337541132766e-07,2.49337541132766e-07,1.20466116906931e-05,6.6032123276761
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038646","ENAH","ENAH","pig_gene_symbol_from_DE_table",1.51768106216987,2.49683864874198e-07,2.49683864874198e-07,1.20466116906931e-05,6.6026095218157
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032360","PANX1","PANX1","pig_gene_symbol_from_DE_table",1.95691065735876,2.66415586041618e-07,2.66415586041618e-07,1.261419582926e-05,6.57444037134158
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017668","VMP1","VMP1","pig_gene_symbol_from_DE_table",1.48259899307724,2.81132077254903e-07,2.81132077254903e-07,1.32495127667849e-05,6.55108959843381
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015444","LAMB1","LAMB1","pig_gene_symbol_from_DE_table",1.65927192046603,2.86922340131345e-07,2.86922340131345e-07,1.3477774478843e-05,6.54223563572735
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036062","RNF122","RNF122","pig_gene_symbol_from_DE_table",1.83808784494065,2.90279682069712e-07,2.90279682069712e-07,1.35468361862568e-05,6.53718336125346
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006457","FCRL3","FCRL3","pig_gene_symbol_from_DE_table",4.35592875166995,3.00278457222688e-07,3.00278457222688e-07,1.39213787675913e-05,6.52247582412773
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007817","IL4R","IL4R","pig_gene_symbol_from_DE_table",1.65997672025843,3.0203254166995e-07,3.0203254166995e-07,1.39572375506117e-05,6.51994626265106
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013629","SMARCA4","SMARCA4","pig_gene_symbol_from_DE_table",1.55205577497349,3.03965038852877e-07,3.03965038852877e-07,1.40010821941521e-05,6.51717636476763
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002398","TMEM63C","TMEM63C","pig_gene_symbol_from_DE_table",3.46891021259789,3.06578908878818e-07,3.06578908878818e-07,1.40759277744265e-05,6.51345772577849
"ACLT_untreated_t7_vs_Control","ENSSSCG00000059132","ENSSSCG00000059132","ENSSSCG00000059132","pig_gene_symbol_from_DE_table",3.20111873019877,3.14864778006081e-07,3.14864778006081e-07,1.43177967583404e-05,6.50187591850967
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005995","MTBP","MTBP","pig_gene_symbol_from_DE_table",2.67612148820318,3.16458728424686e-07,3.16458728424686e-07,1.43444493046769e-05,6.49968292130592
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023318","MARS1","MARS1","pig_gene_symbol_from_DE_table",0.900129238008319,3.22509237409991e-07,3.22509237409991e-07,1.44949482946955e-05,6.4914578416528
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040400","GPR19","GPR19","pig_gene_symbol_from_DE_table",2.7543780696906,3.22834160712321e-07,3.22834160712321e-07,1.44949482946955e-05,6.49102051662684
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010746","ADAM12","ADAM12","pig_gene_symbol_from_DE_table",3.94037774345131,3.2597435619177e-07,3.2597435619177e-07,1.45899151310612e-05,6.48681656374329
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035216","SPRED3","SPRED3","pig_gene_symbol_from_DE_table",1.79372982102403,3.38882525040323e-07,3.38882525040323e-07,1.50728593090591e-05,6.46995082559824
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028460","S1PR5","S1PR5","pig_gene_symbol_from_DE_table",2.80653963525771,3.50598583478779e-07,3.50598583478779e-07,1.54014495020168e-05,6.4551898429159
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006333","NUF2","NUF2","pig_gene_symbol_from_DE_table",1.85467056601231,3.60889201325868e-07,3.60889201325868e-07,1.57080611696363e-05,6.442626112883
"ACLT_untreated_t7_vs_Control","ENSSSCG00000062528","GMPPB","GMPPB","pig_gene_symbol_from_DE_table",0.934331213635757,3.67769884190627e-07,3.67769884190627e-07,1.5876376159793e-05,6.43442383699387
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006386","COPA","COPA","pig_gene_symbol_from_DE_table",0.81401465761472,3.68102587840349e-07,3.68102587840349e-07,1.5876376159793e-05,6.434031129359
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000697","CHD4","CHD4","pig_gene_symbol_from_DE_table",0.968673414844744,3.69870173722443e-07,3.69870173722443e-07,1.59044174700651e-05,6.43195068871711
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028249","SKA3","SKA3","pig_gene_symbol_from_DE_table",1.19479359677031,3.73306688667084e-07,3.73306688667084e-07,1.60038376499958e-05,6.42793422859718
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032710","E2F2","E2F2","pig_gene_symbol_from_DE_table",2.66628219546232,3.891366225354e-07,3.891366225354e-07,1.65825794866657e-05,6.40989789482826
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010984","KIF24","KIF24","pig_gene_symbol_from_DE_table",1.60803917769733,3.93164658882402e-07,3.93164658882402e-07,1.67042166861887e-05,6.4054255273154
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010640","NRAP","NRAP","pig_gene_symbol_from_DE_table",2.40696556060982,4.01037257924001e-07,4.01037257924001e-07,1.69879859881914e-05,6.39681527785577
"ACLT_untreated_t7_vs_Control","ENSSSCG00000054936","RBP5","RBP5","pig_gene_symbol_from_DE_table",3.3549276642073,4.03097117668475e-07,4.03097117668475e-07,1.69958069009602e-05,6.39459030724301
"ACLT_untreated_t7_vs_Control","ENSSSCG00000058536","ENSSSCG00000058536","ENSSSCG00000058536","pig_gene_symbol_from_DE_table",2.37055381065647,4.07026984909588e-07,4.07026984909588e-07,1.70891300183427e-05,6.39037679714128
"ACLT_untreated_t7_vs_Control","ENSSSCG00000055678","C1QTNF6","C1QTNF6","pig_gene_symbol_from_DE_table",2.23542578814375,4.1815319581626e-07,4.1815319581626e-07,1.7504630694273e-05,6.37866457968736
