"Entrez ID","Gene symbol","Gene name","Cancer Cell","Type of senescence","Senescence Effect","Reference","CellAge_symbol"
7465,"WEE1","WEE1 G2 checkpoint kinase","Yes","Oncogene-induced","Inhibits",28806777,"WEE1"
11197,"WIF1","WNT inhibitory factor 1","Yes","Unclear","Induces",24853424,"WIF1"
55062,"WIPI1","WD repeat domain, phosphoinositide interacting 1","No","Unclear","Inhibits",30352807,"WIPI1"
51384,"WNT16","Wnt family member 16","No","Replicative","Induces",19951988,"WNT16"
7472,"WNT2","Wnt family member 2","No","Unclear","Inhibits",17643369,"WNT2"
7474,"WNT5A","Wnt family member 5A","Yes","Oncogene-induced","Induces",21816908,"WNT5A"
7477,"WNT7B","Wnt family member 7B","Yes","Unclear","Inhibits",30971692,"WNT7B"
7486,"WRN","WRN RecQ like helicase","Yes","Oncogene-induced","Inhibits",12842909,"WRN"
26118,"WSB1","WD repeat and SOCS box containing 1","No","Oncogene-induced","Inhibits",27958289,"WSB1"
7490,"WT1","WT1 transcription factor","Yes","Oncogene-induced","Inhibits",20972333,"WT1"
11059,"WWP1","WW domain containing E3 ubiquitin protein ligase 1","No","Replicative","Inhibits",21795702,"WWP1"
54739,"XAF1","XIAP associated factor 1","No","Stress-induced","Induces",26802028,"XAF1"
331,"XIAP","X-linked inhibitor of apoptosis","Yes","Stress-induced","Inhibits",22760199,"XIAP"
7508,"XPC","XPC complex subunit, DNA damage recognition and repair factor","Yes","Stress-induced","Inhibits",20403967,"XPC"
7514,"XPO1","exportin 1","No","Unclear","Induces",31305018,"XPO1"
10413,"YAP1","Yes1 associated transcriptional regulator","No","Replicative","Inhibits",23576552,"YAP1"
4904,"YBX1","Y-box binding protein 1","No","Replicative","Inhibits",29712925,"YBX1"
8089,"YEATS4","YEATS domain containing 4","Yes","Unclear","Inhibits",24170126,"YEATS4"
83719,"YPEL3","yippee like 3","Yes","Stress-induced","Induces",21671470,"YPEL3"
7529,"YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","Yes","Oncogene-induced","Inhibits",28116547,"YWHAB"
7534,"YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","Yes","Unclear","Inhibits",25412315,"YWHAZ"
7528,"YY1","YY1 transcription factor","Yes","Unclear","Inhibits",18558095,"YY1"
54819,"ZCCHC10","zinc finger CCHC-type containing 10","Yes","Replicative","Induces",31404068,"ZCCHC10"
51304,"ZDHHC3","zinc finger DHHC-type palmitoyltransferase 3","Yes","Stress-induced","Inhibits",29055014,"ZDHHC3"
6935,"ZEB1","zinc finger E-box binding homeobox 1","Yes","Replicative","Inhibits",27965283,"ZEB1"
7538,"ZFP36","ZFP36 ring finger protein","Yes","Unclear","Induces",20157568,"ZFP36"
7543,"ZFX","zinc finger protein X-linked","Yes","Unclear","Inhibits",24228108,"ZFX"
64393,"ZMAT3","zinc finger matrin-type 3","Yes","Unclear","Inhibits",23085987,"ZMAT3"
10269,"ZMPSTE24","zinc metallopeptidase STE24","No","Replicative","Inhibits",24101728,"ZMPSTE24"
10771,"ZMYND11","zinc finger MYND-type containing 11","No","Unclear","Inhibits",17721438,"ZMYND11"
7707,"ZNF148","zinc finger protein 148","Yes","Unclear","Inhibits",19583777,"ZNF148"
7756,"ZNF207","zinc finger protein 207","Yes","Unclear","Inhibits",25918225,"ZNF207"
7764,"ZNF217","zinc finger protein 217","No","Replicative","Inhibits",11245413,"ZNF217"
