"st_gene_id","ENTREZID","SYMBOL"
"G10090_7354","70351","Ppp4r1"
"G10090_2062","70354","Secisbp2l"
"G10090_6461","70355","Gprc5c"
"G10090_33421","70356","St13"
"G10090_3338","70357","Kcnip1"
"G10090_19738","70358","Steap1"
"G10090_18896","70359","Gtpbp3"
"G10090_14190","70361","Lman1"
"G10090_27666","70362","Actl10"
"G10090_11711","70363","Fam135b"
"G10090_14736","70369","Bag5"
"G10090_4876","70370","Fbln7"
"G10090_8820","70373","Gpatch2l"
"G10090_6646","70375","Ica1l"
"G10090_14604","70377","Derl3"
"G10090_8659","70380","Mospd1"
"G10090_13235","70381","Tecpr1"
"G10090_4021","70382","Kctd2"
"G10090_4323","70383","Cox10"
"G10090_10590","70385","Spdl1"
"G10090_25903","70387","Ttc9c"
"G10090_6059","70392","Asb12"
"G10090_2325","70394","Kptn"
"G10090_11995","70396","Asnsd1"
"G10090_25869","70397","Tmem70"
"G10090_24580","70405","Calml3"
"G10090_33585","70408","Polr3f"
"G10090_20087","70415","Stk26"
"G10090_14828","70417","Megf10"
"G10090_1833","70419","2810408A11Rik"
"G10090_29663","70420","Arpin"
"G10090_4335","70422","Ints2"
"G10090_1476","70423","Tspan15"
"G10090_14716","70425","Csnk1g3"
"G10090_23340","70426","Tekt5"
"G10090_1351","70427","Mier2"
"G10090_13807","70428","Polr3b"
"G10090_17133","70430","Tbce"
"G10090_5970","70432","Rufy2"
"G10090_15412","70433","Draxin"
"G10090_6874","70435","Inf2"
"G10090_17309","70439","Taf15"
"G10090_3097","70445","Cd248"
"G10090_18125","70450","Unc13d"
"G10090_13856","70451","Dhrs13"
"G10090_7225","70454","Cenpl"
"G10090_31117","70456","Mpc2"
"G10090_3928","70458","2610318N02Rik"
"G10090_1604","70461","Crtc3"
"G10090_31710","70465","Wdr77"
"G10090_20924","70466","Ckap2l"
"G10090_13773","70470","Rprd1b"
"G10090_2692","70472","Atad2"
"G10090_16820","70478","Mipep"
"G10090_31294","70481","Pnma1"
"G10090_11826","70484","Slc35d2"
"G10090_22171","70495","Atp6ap2"
"G10090_13917","70497","Arhgap17"
"G10090_17403","70503","Ddo"
"G10090_84","70508","Bbx"
"G10090_6065","70510","Rnf167"
"G10090_27212","70511","Eef2kmt"
"G10090_192","70527","Stambp"
"G10090_3261","70530","Lrfn2"
"G10090_8640","70533","Btf3l4"
"G10090_3753","70536","Qpct"
"G10090_24621","70544","Tmem242"
"G10090_19463","70546","Zdhhc2"
"G10090_10880","70549","Tln2"
"G10090_670","70551","Tmtc4"
"G10090_514","70552","Lrrc56"
"G10090_25207","70556","Slc25a33"
"G10090_11683","70560","Wars2"
"G10090_356","70561","Txndc16"
"G10090_3298","70564","Prxl2a"
"G10090_1929","70567","Fra10ac1"
"G10090_18124","70568","Cpne3"
"G10090_14074","70571","Tcerg1l"
"G10090_16848","70572","Ipo5"
"G10090_7351","70573","Tbccd1"
"G10090_11958","70574","Cpm"
"G10090_5692","70575","Gfod2"
"G10090_10969","70579","Zc3h11a"
"G10090_4235","70584","Pak4"
"G10090_10315","70591","5730455P16Rik"
"G10090_13971","70598","Filip1"
"G10090_7408","70599","Itprid2"
"G10090_29624","70601","Ecd"
"G10090_141","70603","Mutyh"
"G10090_21159","70604","Dnajb14"
"G10090_10625","70605","Zdhhc24"
"G10090_20737","70611","Fbxo33"
"G10090_12743","70612","Tmem230"
"G10090_4660","70615","Ankrd24"
"G10090_3492","70616","Sugp1"
"G10090_16754","70617","Fam241a"
"G10090_2273","70620","Ube2v2"
"G10090_16433","70625","Med26"
"G10090_4400","70638","Entrep2"
"G10090_24226","70640","Dcp2"
"G10090_30072","70645","Oip5"
"G10090_15681","70646","Naa30"
"G10090_4903","70650","Zcchc8"
"G10090_2468","70652","Tmem144"
"G10090_14723","70661","Sik3"
"G10090_4988","70673","Prdm16"
"G10090_33668","70675","Vcpip1"
"G10090_6987","70676","Gulp1"
"G10090_4428","70681","Abraxas1"
"G10090_13567","70683","Utp20"
"G10090_8810","70686","Dusp16"
"G10090_8653","70691","3830403N18Rik"
"G10090_24613","70693","Adgra3"
"G10090_33774","70696","Magea9"
"G10090_3584","70699","Nup205"
"G10090_26170","70701","Nipal1"
"G10090_7271","70713","Gpr137c"
"G10090_18822","70717","Medag"
"G10090_5309","70719","Arhgap45"
"G10090_22297","70726","Angptl6"
"G10090_501","70727","Rasgef1a"
"G10090_6326","70729","Nos1ap"
"G10090_11855","70730","6330409D20Rik"
"G10090_1229","70737","Cgn"
"G10090_26897","70747","Tspan2"
"G10090_19050","70750","Kdsr"
"G10090_22218","70757","Hacd2"
"G10090_6833","70762","Dclk2"
"G10090_1005","70767","Prpf3"
"G10090_13505","70769","Nolc1"
"G10090_18866","70771","Gpr173"
"G10090_23637","70772","Ggnbp1"
"G10090_6400","70779","Prdm5"
"G10090_1467","70784","Rasl12"
"G10090_16141","70785","Dennd1c"
"G10090_23130","70788","Klhl30"
"G10090_16359","70789","Kynu"
"G10090_5900","70790","Ubr5"
"G10090_7335","70791","Hars2"
"G10090_2392","70796","Zdhhc1"
"G10090_3922","70797","Ankib1"
"G10090_10684","70799","Cep192"
"G10090_4991","70802","Pwwp2a"
"G10090_6040","70804","Pgrmc2"
"G10090_3974","70807","Arrdc2"
"G10090_3686","70809","Clec2g"
"G10090_19347","70810","Krt25"
"G10090_12336","70821","Spmip4"
"G10090_6016","70823","Hmgxb4"
"G10090_13731","70827","Trak2"
"G10090_24024","70829","Ccdc93"
"G10090_7276","70834","Spag9"
"G10090_27633","70835","Prss22"
"G10090_7641","70839","P2ry12"
"G10090_15086","70840","Slc22a16"
"G10090_15971","70843","Krt28"
"G10090_11658","70846","Ttc6"
"G10090_10359","70853","Vwa3b"
"G10090_7126","70859","Lrrc63"
"G10090_18426","70861","Akr1cl"
"G10090_3452","70873","Cnbd2"
"G10090_111","70881","Nt5c1b"
"G10090_13655","70882","Armc3"
"G10090_16107","70884","Ccdc81"
"G10090_5598","70885","Ints10"
"G10090_5715","70887","Dmrtc1a"
"G10090_12086","70891","Spdya"
"G10090_6596","70892","Ttll7"
"G10090_3900","70893","Glb1l3"
"G10090_11610","70894","Efcab3"
"G10090_9942","70897","Garin2"
"G10090_20754","70900","4921517D22Rik"
"G10090_5568","70901","4921524L21Rik"
"G10090_9680","70902","Lpcat2b"
"G10090_20583","70909","4921504E06Rik"
"G10090_15249","70911","Phyhipl"
"G10090_7709","70918","Nsun7"
"G10090_10542","70925","Cdkn2aip"
"G10090_1635","70928","Trim69"
"G10090_19710","70930","Nol8"
"G10090_28173","70935","Speer4f1"
"G10090_11685","70941","4921539E11Rik"
"G10090_25187","70945","Mmrn1"
"G10090_14685","70951","Spata1"
"G10090_5455","70952","Ankrd69"
"G10090_27512","70956","Tex19.2"
"G10090_5666","70967","Eva1c"
"G10090_4481","70974","Pgm2l1"
"G10090_33724","70976","Tektl1"
"G10090_22854","70977","Cabs1"
"G10090_10161","70979","Fancd2os"
"G10090_10769","70981","Ankrd68"
"G10090_6514","70984","4931406C07Rik"
"G10090_17227","70989","Jhy"
"G10090_6900","70993","Prss54"
"G10090_33287","70997","Spef1"
"G10090_18044","70998","Phf6"
"G10090_12594","70999","Naa40"
"G10090_24898","71001","Mgat4e"
"G10090_18565","71003","Prss41"
"G10090_9339","71007","D7Ertd443e"
"G10090_6000","71020","Spats1"
"G10090_11355","71027","Tmem30c"
"G10090_26085","71030",""
"G10090_15921","71037","Prss55"
"G10090_8291","71041","Pcgf6"
"G10090_13435","71046","4933405L10Rik"
"G10090_6159","71059","Hexim2"
"G10090_33866","71062","Tekt3"
"G10090_15141","71063","Zfp597"
"G10090_9993","71069","Stox2"
"G10090_10627","71078","Adam30"
"G10090_1974","71085","Arhgap19"
"G10090_2528","71089","Septin12"
"G10090_8320","71091","Cdkl1"
"G10090_19100","71093","Atoh8"
"G10090_229","71096","Sntg1"
"G10090_12413","71099","Tssk4"
"G10090_4927","71101","Uvssa"
"G10090_20338","71111","Gpr39"
"G10090_10735","71116","Stx18"
"G10090_5682","71130","Sh2d6"
"G10090_32735","71131","Zfp689"
"G10090_15984","71132","Cabyr"
"G10090_16039","71137","Rfx4"
"G10090_3818","71138","Tmem217"
"G10090_15616","71145","Scara5"
"G10090_25855","71146","Golga7b"
"G10090_15608","71147","Oxsm"
"G10090_6768","71148","Mier1"
"G10090_15372","71149","Tex52"
"G10090_20503","71151","Eri2"
"G10090_11396","71156","Lrrc72"
"G10090_14196","71159","4933416I08Rik"
"G10090_15228","71162","4933421I07Rik"
"G10090_19590","71163","Zfp626"
"G10090_5783","71169","Nbas"
"G10090_9475","71175","Nipbl"
"G10090_21197","71176","Fbxo24"
"G10090_26130","71177","Ints13"
"G10090_23830","71183","Clec12b"
"G10090_4424","71198","Otud1"
"G10090_1458","71200","Dydc2"
"G10090_8174","71206","Katnal2"
"G10090_13494","71207","Nudt4"
"G10090_2414","71213","Cage1"
"G10090_28572","71223","Gpr15"
"G10090_480","71227","Daw1"
"G10090_8916","71228","Dlg5"
"G10090_8553","71233","Enkur"
"G10090_17429","71236","Rsph14"
"G10090_24578","71238","Sdhaf3"
"G10090_1956","71240","Osbpl7"
"G10090_8638","71241","Dmrtc2"
"G10090_31","71242","Spata24"
"G10090_11409","71254","Naif1"
"G10090_7163","71263","Mro"
"G10090_2294","71268","Lrrfip2"
"G10090_14008","71275","Noxred1"
"G10090_8270","71276","Ccdc57"
"G10090_5504","71279","Slc29a3"
"G10090_16939","71281","Apobec4"
"G10090_1473","71287","Cpvl"
"G10090_17972","71300","Rnf148"
"G10090_2154","71302","Arhgap26"
"G10090_17302","71306","Mfap3l"
"G10090_19383","71310","Tbc1d9"
"G10090_9163","71313","Fsip1"
"G10090_24706","71323","Rassf8"
"G10090_15970","71325","Tchhl1"
"G10090_21897","71326","Treml1"
"G10090_414","71330","Rcbtb1"
"G10090_12354","71336","Rbks"
"G10090_22299","71338","Tprg1"
"G10090_13495","71340","Riok1"
"G10090_9824","71345","Ano9"
"G10090_28456","71351","5430402E10Rik"
"G10090_21971","71354","Wdr31"
"G10090_11189","71355","Col24a1"
"G10090_12185","71361","Aifm2"
"G10090_17368","71363","Krtap7-1"
"G10090_3877","71365","Pdss2"
"G10090_5999","71367","Chst9"
"G10090_25716","71369","Krtap16-3"
"G10090_7442","71371","Arid5b"
"G10090_24680","71373","Prr16"
"G10090_6742","71375","Foxn3"
"G10090_4822","71382","Pex1"
"G10090_32261","71386","Krtap28-13"
"G10090_5537","71389","Chd6"
"G10090_17722","71390","Slc6a19os"
"G10090_8238","71393","Kctd6"
"G10090_31457","71395","Cdcp3"
"G10090_3299","71398","Tasl"
"G10090_14860","71405","Fam83c"
"G10090_3651","71409","Fmnl2"
"G10090_11142","71412","Dhrs2"
"G10090_21546","71421","Amtn"
"G10090_23908","71425","Bpifb9a"
"G10090_9977","71435","Arhgap21"
"G10090_24527","71436","Flrt3"
"G10090_22987","71446","Get1"
"G10090_15733","71448","Tmem80"
"G10090_7939","71449","Mettl13"
"G10090_29071","71452","Ankrd40"
"G10090_3606","71453","Krtap2-4"
"G10090_716","71458","Bcor"
"G10090_21854","71461","Ptk7"
"G10090_12335","71472","Usp19"
"G10090_2699","71474","Ppp6r2"
"G10090_1849","71481","Alpk1"
"G10090_5350","71492","Bbs7"
"G10090_15870","71508","Zfp935"
"G10090_10246","71514","Sfpq"
"G10090_22254","71517","Vps35l"
"G10090_12665","71519","Cyp2u1"
"G10090_16748","71520","Grap"
"G10090_7780","71521","Pds5a"
"G10090_6609","71522","Ggt6"
"G10090_4494","71529","Kazn"
"G10090_23059","71532","Fam217b"
"G10090_25707","71538","Fbxo9"
"G10090_23174","71544","Arhgap42"
"G10090_4784","71562","Afmid"
"G10090_3902","71564","Izumo4"
"G10090_10418","71566","Clmp"
"G10090_9386","71567","Mcm9"
"G10090_33760","71578","Sval1"
"G10090_1132","71583","9130008F23Rik"
"G10090_16075","71584","Gdpd2"
"G10090_11921","71586","Ifih1"
"G10090_17663","71591","Zfp251"
"G10090_7944","71592","Pogk"
"G10090_8197","71599","Senp8"
"G10090_9827","71601","Ceacam20"
"G10090_21861","71602","Myo1e"
"G10090_17222","71607","Snx20"
"G10090_29433","71609","Tradd"
"G10090_20982","71617","Armh3"
"G10090_2191","71619","Arl14"
"G10090_32196","71623","Krtap5-2"
"G10090_4271","71640","Zfp949"
"G10090_11793","71643","Zgrf1"
"G10090_1360","71648","Optn"
"G10090_31855","71653","Shtn1"
"G10090_2846","71660","Rarres2"
"G10090_33443","71664","Tmt1b"
"G10090_16733","71665","Fuca1"
"G10090_4353","71667","Tmem248"
"G10090_13682","71670","Acy3"
"G10090_17906","71673","Rnf215"
"G10090_11622","71675","Sanbr"
"G10090_1875","71678","Brox"
"G10090_28935","71679","Atp5pd"
"G10090_1157","71682","Wdr27"
"G10090_22899","71683","Gypc"
"G10090_5856","71684","Rbm43"
"G10090_16475","71685","Galnt14"
"G10090_17655","71687","Tmem25"
"G10090_13698","71690","Esm1"
"G10090_21427","71691","Pnma8a"
"G10090_6109","71693","Colec11"
"G10090_3909","71699","Slc41a3"
"G10090_15908","71701","Pnpt1"
"G10090_18639","71702","Cdc5l"
"G10090_7362","71703","Armcx3"
"G10090_20","71704","Arhgef3"
"G10090_14696","71706","Slc46a3"
"G10090_6938","71707","Ubiad1"
"G10090_24895","71709","Syde1"
"G10090_10535","71710","Lrrcc1"
"G10090_17289","71711","Mus81"
"G10090_10407","71712","Dram1"
"G10090_28305","71713","Cdc40"
"G10090_19398","71715","Dhx35"
"G10090_2083","71718","Telo2"
"G10090_5134","71720","Osbpl3"
"G10090_8249","71721","Fam13c"
"G10090_4649","71722","Cic"
"G10090_19111","71723","Dhx34"
"G10090_15943","71724","Aox3"
"G10090_4319","71726","Smug1"
"G10090_33035","71728","Stk11ip"
"G10090_2702","71729","Rgs12"
"G10090_9083","71732","Vps11"
"G10090_33396","71733","Susd2"
"G10090_28864","71735","Lrwd1"
"G10090_12119","71738","Mamdc2"
"G10090_13717","71740","Nectin4"
"G10090_24943","71742","Ulk3"
"G10090_30579","71743","Coasy"
"G10090_28415","71745","Cul2"
"G10090_2117","71746","Rgl3"
"G10090_1030","71750","R3hdm2"
"G10090_15354","71751","Map3k13"
"G10090_2622","71752","Gtf3c2"
"G10090_22925","71753","Tmprss6"
"G10090_13071","71755","Dhdh"
"G10090_24261","71756","Cpn2"
"G10090_284","71760","Etnppl"
"G10090_19103","71761","Amdhd1"
"G10090_29534","71764","C2cd2l"
"G10090_16912","71765","Klhdc3"
"G10090_28720","71766","Raver1"
"G10090_10862","71767","Tysnd1"
"G10090_8881","71768","Vwce"
"G10090_21939","71769","Bbs10"
"G10090_14052","71770","Ap2b1"
"G10090_29300","71772","Plbd2"
"G10090_31927","71773","Ugt2b1"
"G10090_27652","71774","Shroom1"
"G10090_8631","71775","Inhca"
"G10090_13181","71776","Tha1"
"G10090_14984","71777","Ing3"
"G10090_12935","71778","Klhl5"
"G10090_2466","71779","Marchf8"
"G10090_20131","71780","Isyna1"
"G10090_31489","71781","Slc16a14"
"G10090_21059","71782","Ankle2"
"G10090_13726","71785","Pdgfd"
"G10090_1719","71787","Trnau1ap"
"G10090_24645","71790","Anxa9"
"G10090_27036","71791","Cpa4"
"G10090_32802","71793","Ints12"
"G10090_22225","71795","Pitpnc1"
"G10090_21585","71797","Chst13"
"G10090_20488","71799","Ptcd1"
"G10090_18939","71801","Plekhf2"
"G10090_9403","71803","Slc25a18"
"G10090_15532","71804","Mtfr2"
"G10090_15238","71805","Nup93"
"G10090_4485","71807","Tars2"
"G10090_436","71810","Ranbp3"
"G10090_1419","71816","Rnf180"
"G10090_6980","71817","Tmem50a"
"G10090_19702","71819","Kif23"
"G10090_5447","71820","Dync2i2"
"G10090_16299","71826","1700001F09Rik"
"G10090_4777","71827","Lrrc34"
"G10090_27304","71828","Gtf2a1l"
"G10090_29412","71829","Ddi1"
"G10090_453","71830","Pdilt"
"G10090_6280","71831","Iqcm"
"G10090_17630","71832","Csl"
"G10090_18552","71833","Dcaf7"
"G10090_612","71834","Zbtb43"
"G10090_22865","71835","Lancl2"
"G10090_4190","71836","Shcbp1l"
"G10090_32621","71837","1700003E16Rik"
"G10090_4791","71838","Phf7"
"G10090_23540","71839","Osgin1"
"G10090_20769","71840","Tekt4"
"G10090_18095","71841","Tcp11x2"
"G10090_4824","71843","R3hcc1"
"G10090_26826","71844","Nup58"
"G10090_9592","71846","Syce2"
"G10090_30384","71853","Pdia6"
"G10090_18263","71854","Dpep3"
"G10090_7122","71856","Wfdc3"
"G10090_6453","71860","Cfap52"
"G10090_2171","71861","Zswim2"
"G10090_14105","71862","Gpr160"
"G10090_11981","71863","Tex44"
"G10090_1645","71864","Fam217a"
"G10090_5680","71865","Fbxo30"
"G10090_29745","71868","Spmap2l"
"G10090_23055","71869","Serpinb12"
"G10090_10949","71870","Cfap45"
"G10090_16669","71872","Aox4"
"G10090_25045","71874","Mab21l4"
"G10090_24197","71876","Cenpu"
"G10090_7069","71877","Efhc1"
"G10090_21802","71878","Fam83d"
"G10090_14962","71881","Apmap"
"G10090_19284","71883","Coq2"
"G10090_17774","71884","Chit1"
"G10090_26246","71885","Faap100"
"G10090_777","71886","2310002L09Rik"
"G10090_4180","71887","Ppm1j"
"G10090_14306","71888","Krt33a"
"G10090_864","71889","Epn3"
"G10090_9434","71890","Mad2l2"
"G10090_561","71891","Cdadc1"
"G10090_2472","71893","Noxo1"
"G10090_16833","71897","Lypd6b"
"G10090_1713","71898","Apol9b"
"G10090_20723","71900","Tmem106b"
"G10090_336","71901","Fam219a"
"G10090_27239","71902","Cand1"
"G10090_20386","71903","Ces2f"
"G10090_13700","71904","Paqr7"
"G10090_20400","71907","Serpina9"
"G10090_16671","71908","Cldn23"
"G10090_30065","71909","Haus5"
"G10090_7571","71910","Plpp5"
"G10090_12790","71911","Bdh1"
"G10090_22967","71912","Jsrp1"
"G10090_10868","71913","Tmem79"
"G10090_33104","71914","Antxr2"
"G10090_962","71916","Dus4l"
"G10090_30102","71918","Zcchc24"
"G10090_8793","71919","Rpap3"
"G10090_32705","71920","Epgn"
"G10090_22958","71923","Borcs6"
"G10090_6049","71924","Tube1"
"G10090_30698","71927","Itfg1"
"G10090_30216","71929","Tmem123"
"G10090_28117","71932","Ephx3"
"G10090_25636","71934","Car13"
"G10090_19737","71939","Apol6"
"G10090_4350","71941","Cars2"
"G10090_5325","71943","Tom1l1"
"G10090_19070","71946","Endod1"
"G10090_4651","71947","Tmem94"
"G10090_10209","71949","Cers5"
"G10090_15817","71950","Nanog"
"G10090_8540","71951","Gpc2"
"G10090_3278","71952","Riox1"
"G10090_12929","71954","Suds3"
"G10090_3950","71955","Ist1"
"G10090_19758","71956","Rnf135"
"G10090_10175","71957","Ints11"
"G10090_18355","71960","Myh14"
"G10090_6210","71962","Castor1"
"G10090_7334","71963","Cdca4"
"G10090_16360","71966","Nkiras2"
"G10090_23624","71967","Mageb16"
"G10090_3868","71968","Wdr73"
"G10090_3411","71970","Zbed5"
"G10090_19592","71971","Zswim1"
"G10090_18344","71972","Dnmbp"
"G10090_21284","71973","Rbpms2"
"G10090_14521","71974","Prmt3"
"G10090_3631","71978","Ppp2r2a"
"G10090_3718","71981","Tdrd12"
"G10090_7974","71982","Snx10"
"G10090_13162","71983","Tmco6"
"G10090_16874","71984","Sars2"
"G10090_3233","71985","Acad10"
"G10090_33879","71986","Ddx28"
"G10090_22688","71988","Esco2"
"G10090_29251","71989","Rpusd4"
"G10090_10913","71990","Ddx54"
"G10090_449","71991","Ercc8"
"G10090_31925","71994","Cnn3"
"G10090_16651","71995","Erv3"
"G10090_557","71996","Fthl17a"
"G10090_7971","71997","Smg9"
"G10090_15724","71998","Slc25a35"
"G10090_11172","71999","Fbxo22"
"G10090_7136","72000","Lmntd2"
"G10090_19548","72002","Slc39a5"
"G10090_20981","72003","Synpr"
"G10090_8083","72007","Fndc3b"
"G10090_2816","72008","Zfyve19"
"G10090_3600","72014","Btbd17"
"G10090_6296","72016","Tedc2"
"G10090_7219","72017","Cyb5r1"
"G10090_22135","72018","Fundc1"
"G10090_20609","72020","Zfp654"
"G10090_17423","72022","Slc35f2"
"G10090_3412","72023","Cyb561d1"
"G10090_5635","72026","Trmu"
"G10090_20151","72027","Slc39a4"
"G10090_578","72029","Cnpy3"
"G10090_8656","72033","Tsc22d2"
"G10090_17402","72039","Mccc1"
"G10090_19182","72040","Cdhr5"
"G10090_1947","72041","Alkbh4"
"G10090_3500","72042","Cotl1"
"G10090_16044","72043","Sulf2"
"G10090_6048","72045","Mfsd4b2"
"G10090_11817","72046","Urgcp"
"G10090_13970","72047","Ddx42"
"G10090_13482","72049","Tnfrsf13c"
"G10090_4895","72050","Poglut2"
"G10090_3586","72053","Tmub2"
"G10090_24956","72054","Cyp4f18"
"G10090_653","72055","Slc38a10"
"G10090_20390","72056","1810055G02Rik"
"G10090_2886","72057","Phf10"
"G10090_13363","72058","Igsf5"
"G10090_6098","72061","Aopep"
"G10090_24167","72065","Rap2c"
"G10090_1736","72068","Cnot2"
"G10090_14364","72075","Ogfr"
"G10090_10397","72077","Gcnt3"
"G10090_18604","72080","Sapcd2"
"G10090_16967","72082","Cyp2c55"
"G10090_2085","72083","Mzt2"
"G10090_27394","72084","Pigx"
"G10090_16182","72085","Osgepl1"
"G10090_14314","72088","Ush1c"
"G10090_5155","72090","Entpd8"
"G10090_8332","72096","Eef1akmt2"
"G10090_9515","72097","Cracdl"
"G10090_17535","72098","Tmem68"
"G10090_6145","72102","Dusp11"
"G10090_1350","72103","Aplf"
"G10090_33098","72106","Jmjd8"
"G10090_18362","72107","Dscc1"
"G10090_13290","72108","Ddhd2"
"G10090_24599","72112","Ppp1r14d"
"G10090_6345","72113","Adck1"
"G10090_15327","72114","Zbed3"
"G10090_18716","72117","Naa50"
"G10090_2073","72119","Tpx2"
"G10090_22393","72121","Dennd2d"
"G10090_30583","72123","Ccdc71l"
"G10090_8300","72124","Seh1l"
"G10090_11123","72125","Amer2"
"G10090_5732","72128","2610008E11Rik"
"G10090_28424","72129","Pex13"
"G10090_4132","72133","Trub1"
"G10090_17955","72135","Pygo1"
"G10090_30752","72136","Chst14"
"G10090_3659","72137","Wdsub1"
"G10090_33541","72139","Zfp1006"
"G10090_9203","72140","Cep89"
"G10090_16402","72141","Adpgk"
"G10090_3476","72144","Slc37a3"
"G10090_14534","72145","Wdfy3"
"G10090_4303","72147","Zbtb46"
"G10090_9136","72148","Tdrp"
"G10090_10435","72149","Strada"
"G10090_25236","72151","Rfc5"
"G10090_2023","72154","Zfp157"
"G10090_27940","72155","Cenpn"
"G10090_30619","72157","Pgm1"
"G10090_6939","72160","Tmem163"
"G10090_13960","72162","Dhx36"
"G10090_9235","72167","Thumpd2"
"G10090_2276","72168","Aifm3"
"G10090_4919","72169","Trim29"
"G10090_7074","72170","Chchd4"
"G10090_5243","72171","Shq1"
"G10090_14711","72175","Mfsd8"
"G10090_597","72179","Fbxl2"
"G10090_5294","72180","Zfp661"
"G10090_22840","72181","Nsun4"
"G10090_7679","72183","Snx6"
"G10090_16787","72184","Klhl35"
"G10090_7132","72185","Dbndd1"
"G10090_25093","72190","2510009E07Rik"
"G10090_20517","72193","Scaf11"
"G10090_3856","72194","Fbxl20"
"G10090_3068","72195","Supt7l"
"G10090_32940","72198","Mtrex"
"G10090_7564","72199","Mms19"
"G10090_19741","72201","Otud6b"
"G10090_18621","72205","Eml2"
"G10090_15863","72215","Spmap1"
"G10090_25724","72219","Spata31d1a"
"G10090_3098","72230","Zfp558"
"G10090_24616","72236","Tsnaxip1"
"G10090_2613","72238","Tbc1d5"
"G10090_19462","72240","1600014C23Rik"
"G10090_2861","72244","1600014C10Rik"
"G10090_24773","72254","1700030K09Rik"
"G10090_12358","72258","Kcnk10"
"G10090_11885","72265","Tram1"
"G10090_16887","72267","Lrrc8e"
"G10090_15371","72269","Cda"
"G10090_32504","72273","Smim24"
"G10090_33117","72275","2200002D01Rik"
"G10090_34012","72277","Fam186a"
"G10090_426","72278","Ccpg1"
"G10090_15542","72281","Sh2d4a"
"G10090_29023","72282","1810062G17Rik"
"G10090_5167","72284","LTO1"
"G10090_29191","72287","Plekhf1"
"G10090_12591","72290","Lsm11"
"G10090_397","72293","Nkd2"
"G10090_11884","72296","Rusc1"
"G10090_24396","72297","B3gnt3"
"G10090_20457","72301","Shisal1"
"G10090_3813","72303","Cyp2c65"
"G10090_3020","72306","Zfp777"
"G10090_23026","72307","2510002D24Rik"
"G10090_1201","72308","Brf1"
"G10090_25315","72309","Tmem158"
"G10090_25409","72310","Nkg7"
"G10090_1020","72313","Fryl"
"G10090_11367","72315","Ccdc74a"
"G10090_16302","72318","Cyth4"
"G10090_26239","72320","Kifbp"
"G10090_33089","72322","Xpo5"
"G10090_22771","72323","Asb6"
"G10090_18407","72324","Plxdc1"
"G10090_16225","72325","Vps9d1"
"G10090_11121","72330","Klhl40"
"G10090_13010","72333","Palld"
"G10090_26556","72338","Wdr89"
"G10090_20742","72341","Elp6"
"G10090_19452","72344","Usp36"
"G10090_31909","72345","Amer1"
"G10090_19990","72349","Dusp3"
"G10090_16970","72350","Zc2hc1c"
"G10090_9922","72351","Ptar1"
"G10090_20351","72354","Ttc4"
"G10090_16323","72355","Cdpf1"
"G10090_10923","72357","2210016L21Rik"
"G10090_7630","72361","Ces2g"
"G10090_14963","72368","Borcs8"
"G10090_21300","72371","2210408I21Rik"
"G10090_31478","72373","Psca"
"G10090_25954","72383","Cnfn"
"G10090_49","72388","Ripk4"
"G10090_9061","72391","Cdkn3"
"G10090_12345","72392","Tmem175"
"G10090_20209","72393","Faim2"
"G10090_17772","72397","Rbm12b1"
"G10090_13410","72399","Brap"
"G10090_5500","72400","Pinx1"
"G10090_15894","72401","Slc43a1"
"G10090_12016","72404","Wdr44"
"G10090_3324","72413","Kcnmb2"
"G10090_12543","72415","Sgo1"
"G10090_15766","72416","Lrpprc"
"G10090_11371","72421","Ift70b"
"G10090_11569","72425","Katnbl1"
"G10090_19716","72429","Dnajc25"
"G10090_13103","72431","Ceacam18"
"G10090_6365","72432","Spink5"
"G10090_24793","72433","Rab38"
"G10090_27603","72434","Lypd3"
"G10090_3456","72440","Rhno1"
"G10090_20290","72446","Prr5l"
"G10090_5208","72454","Ccdc71"
"G10090_21247","72459","Htatsf1"
"G10090_15173","72461","Prcp"
"G10090_7356","72462","Rrp1b"
"G10090_12540","72465","Zfp131"
"G10090_18209","72469","Plcd3"
"G10090_29285","72472","Slc16a10"
"G10090_3008","72475","Ssbp3"
"G10090_11200","72477","Tmem87b"
"G10090_2733","72479","Hsdl2"
"G10090_23867","72480","Tspyl4"
"G10090_8439","72482","Acbd6"
"G10090_23963","72486","Obi1"
"G10090_4126","72500","Ier5l"
"G10090_6462","72502","Cwf19l1"
"G10090_4503","72503","Bltp2"
"G10090_18966","72504","Taf4b"
"G10090_9017","72507","Dzip1l"
"G10090_2793","72508","Rps6kb1"
"G10090_9345","72512","Sting1"
"G10090_17257","72514","Fgfbp3"
"G10090_24583","72515","Wdr43"
"G10090_28674","72519","Pip4p2"
"G10090_14740","72522","Atxn7l2"
"G10090_3005","72535","Aldh1b1"
"G10090_5808","72536","Tagap"
"G10090_17290","72542","Pgam5"
"G10090_10242","72543","Mvb12b"
"G10090_26881","72544","Exosc6"
"G10090_26869","72549","Reep4"
"G10090_10958","72552","Hsdl1"
"G10090_6721","72554","Utp14a"
"G10090_6556","72555","Shisa9"
"G10090_11924","72556","Zfp566"
"G10090_18711","72560","Naalad2"
"G10090_1450","72562","Pcbd2"
"G10090_7765","72565","Uaca"
"G10090_156","72567","Bclaf1"
"G10090_25524","72568","Lin9"
