"st_gene_id","ENTREZID","SYMBOL"
"G10090_33945","20533","Slc4a1"
"G10090_5440","20534","Slc4a1ap"
"G10090_696","20535","Slc4a2"
"G10090_5400","20536","Slc4a3"
"G10090_31011","20537","Slc5a1"
"G10090_14473","20538","Slc6a2"
"G10090_13625","20539","Slc7a5"
"G10090_8655","20540","Slc7a7"
"G10090_253","20541","Slc8a1"
"G10090_17611","20544","Slc9a1"
"G10090_28380","20555","Slfn1"
"G10090_32717","20556","Slfn2"
"G10090_11715","20557","Slfn3"
"G10090_15470","20558","Slfn4"
"G10090_11768","20562","Slit1"
"G10090_6029","20563","Slit2"
"G10090_18891","20564","Slit3"
"G10090_29217","20568","Slpi"
"G10090_8534","20583","Snai2"
"G10090_3342","20585","Hltf"
"G10090_2752","20586","Smarca4"
"G10090_27415","20587","Smarcb1"
"G10090_32295","20588","Smarcc1"
"G10090_7453","20589","Ighmbp2"
"G10090_18074","20591","Kdm5c"
"G10090_11688","20592","Kdm5d"
"G10090_23025","20595","Smn1"
"G10090_26252","20597","Smpd1"
"G10090_17752","20598","Smpd2"
"G10090_25711","20599","Smr3a"
"G10090_546","20602","Ncor2"
"G10090_28500","20603","Sms"
"G10090_2095","20604","Sst"
"G10090_12327","20605","Sstr1"
"G10090_24981","20606","Sstr2"
"G10090_406","20607","Sstr3"
"G10090_2081","20608","Sstr4"
"G10090_7659","20609","Sstr5"
"G10090_2361","20610","Sumo3"
"G10090_7005","20612","Siglec1"
"G10090_22339","20613","Snai1"
"G10090_7086","20614","Snap25"
"G10090_23195","20615","Snapin"
"G10090_8635","20616","Snap91"
"G10090_26850","20617","Snca"
"G10090_10441","20618","Sncg"
"G10090_8662","20619","Snap23"
"G10090_12381","20620","Plk2"
"G10090_22563","20621","Snn"
"G10090_80","20623","Snrk"
"G10090_2258","20624","Eftud2"
"G10090_22863","20630","Snrpc"
"G10090_5849","20637","Snrnp70"
"G10090_21625","20638","Snrpb"
"G10090_32575","20639","Snrpb2"
"G10090_27761","20641","Snrpd1"
"G10090_33371","20643","Snrpe"
"G10090_13743","20646","Snrpn"
"G10090_15457","20648","Snta1"
"G10090_17347","20649","Sntb1"
"G10090_22590","20650","Sntb2"
"G10090_16608","20652","Soat1"
"G10090_6425","20655","Sod1"
"G10090_20631","20656","Sod2"
"G10090_27619","20657","Sod3"
"G10090_7995","20658","Son"
"G10090_1344","20660","Sorl1"
"G10090_10859","20661","Sort1"
"G10090_22268","20662","Sos1"
"G10090_20976","20663","Sos2"
"G10090_31946","20664","Sox1"
"G10090_27679","20665","Sox10"
"G10090_24141","20666","Sox11"
"G10090_14743","20667","Sox12"
"G10090_17193","20668","Sox13"
"G10090_28010","20670","Sox15"
"G10090_10259","20671","Sox17"
"G10090_15789","20672","Sox18"
"G10090_25080","20674","Sox2"
"G10090_863","20675","Sox3"
"G10090_14602","20677","Sox4"
"G10090_13514","20678","Sox5"
"G10090_814","20679","Sox6"
"G10090_4331","20680","Sox7"
"G10090_31006","20681","Sox8"
"G10090_16265","20682","Sox9"
"G10090_22742","20683","Sp1"
"G10090_4368","20684","Sp100"
"G10090_11656","20686","Spa17"
"G10090_14103","20687","Sp3"
"G10090_20088","20688","Sp4"
"G10090_10190","20689","Sall3"
"G10090_23738","20692","Sparc"
"G10090_3855","20698","Sphk1"
"G10090_24520","20700","Serpina1a"
"G10090_19807","20701","Serpina1b"
"G10090_30661","20702","Serpina1c"
"G10090_23557","20703","Serpina1d"
"G10090_19216","20704","Serpina1e"
"G10090_16114","20706","Serpinb9b"
"G10090_15584","20708","Serpinb6b"
"G10090_29272","20709","Serpinb9f"
"G10090_25801","20710","Serpinb9e"
"G10090_19167","20713","Serpini1"
"G10090_29142","20714","Serpina3k"
"G10090_31185","20715","Serpina3g"
"G10090_15828","20716","Serpina3n"
"G10090_231","207165","Bptf"
"G10090_16522","20717","Serpina3m"
"G10090_7455","207175","Cetn4"
"G10090_767","207181","Rbms3"
"G10090_7831","207182","Ggt7"
"G10090_11102","20719","Serpinb6a"
"G10090_16603","20720","Serpine2"
"G10090_13223","207209","Ccdc154"
"G10090_32405","207212","Arhgef17"
"G10090_5117","207214","Larp4"
"G10090_10490","207215","Fbxo40"
"G10090_8700","207227","Stxbp5l"
"G10090_10102","20723","Serpinb9"
"G10090_33913","20724","Serpinb5"
"G10090_19276","20725","Serpinb8"
"G10090_15008","207259","Zbtb7c"
"G10090_1040","207278","Fchsd2"
"G10090_21089","20728","Spic"
"G10090_12432","20729","Spin1"
"G10090_30683","20730","Spink1"
"G10090_6155","207304","Hectd1"
"G10090_1497","20731","Spink4"
"G10090_21465","20732","Spint1"
"G10090_9574","20733","Spint2"
"G10090_16688","207352","Sec23ip"
"G10090_5766","20737","Spn"
"G10090_16698","207375","Fam120c"
"G10090_5114","20739","Spta1"
"G10090_10053","207393","Elfn2"
"G10090_2553","20740","Sptan1"
"G10090_3952","20741","Sptb"
"G10090_6473","20742","Sptbn1"
"G10090_14327","207425","Wdr11"
"G10090_10926","20743","Sptbn2"
"G10090_5594","20744","Strbp"
"G10090_15623","20745","Spock1"
"G10090_14549","20747","Spop"
"G10090_22465","207474","Kctd12b"
"G10090_9299","207495","Baiap2l2"
"G10090_1144","20750","Spp1"
"G10090_18732","20751","Spr"
"G10090_12434","207521","Dtx4"
"G10090_30350","20753","Sprr1a"
"G10090_12127","20754","Sprr1b"
"G10090_17175","20755","Sprr2a1"
"G10090_4861","207565","Camkk2"
"G10090_6746","207592","Tbc1d16"
"G10090_21239","207596","Thsd4"
"G10090_11628","20760","Sprr2f"
"G10090_1010","207607","Ccdc40"
"G10090_5126","207615","Wdr37"
"G10090_33591","207618","Zfp804b"
"G10090_1767","20762","Sprr2h"
"G10090_22104","20765","Sprr2k"
"G10090_22043","20766","Sprr3"
"G10090_18411","207667","Skor1"
"G10090_4803","20768","Sephs2"
"G10090_16753","207683","Igsf11"
"G10090_2767","207686","Cfap69"
"G10090_17786","20770","Mucl2"
"G10090_4579","207704","Gtpbp10"
"G10090_5477","207728","Pde2a"
"G10090_29789","20773","Sptlc2"
"G10090_1035","207740","Ubald1"
"G10090_20835","207742","Rnf43"
"G10090_29204","20775","Sqle"
"G10090_1393","20776","Tmie"
"G10090_3549","207777","Tspoap1"
"G10090_16058","20778","Scarb1"
"G10090_5538","207781","C2cd2"
"G10090_20896","207785","Csrnp2"
"G10090_15259","20779","Src"
"G10090_4973","207792","BC034090"
"G10090_15285","207798","Gramd1c"
"G10090_18562","207806","Usf3"
"G10090_8148","207818","Smagp"
"G10090_31858","207819","Bnip5"
"G10090_5528","207839","Galnt6"
"G10090_17315","207854","Fmr1nb"
"G10090_2086","20787","Srebf1"
"G10090_13704","20788","Srebf2"
"G10090_16320","207911","Mchr1"
"G10090_234","207920","Esrp1"
"G10090_2306","207921","Fam228b"
"G10090_13389","207932","Urb1"
"G10090_8867","207952","Klhl25"
"G10090_4361","207958","Alg11"
"G10090_23689","207965","Vcpkmt"
"G10090_2333","208043","Setd1b"
"G10090_24211","20807","Srf"
"G10090_14522","208076","Pknox2"
"G10090_6432","208080","Ubap1l"
"G10090_9961","208084","Pif1"
"G10090_4856","208092","Chmp6"
"G10090_10472","208098","Panx3"
"G10090_27607","20810","Srm"
"G10090_7731","208104","Mlxip"
"G10090_25558","20811","Srms"
"G10090_9888","208111","Zfp976"
"G10090_1847","208117","Aph1b"
"G10090_18616","20813","Srp14"
"G10090_19093","208144","Dhx37"
"G10090_1520","208146","Yeats2"
"G10090_8054","20815","Srpk1"
"G10090_21521","208151","Tmem132b"
"G10090_3516","208154","Btla"
"G10090_11125","208158","Map6d1"
"G10090_16300","208164","Fam180a"
"G10090_26502","208166","Cd200l1"
"G10090_4199","208169","Slc9c1"
"G10090_3022","20817","Srpk2"
"G10090_14011","208171","Tmprss7"
"G10090_6927","208177","Phldb2"
"G10090_26877","20818","Srprb"
"G10090_13588","208188","Ghsr"
"G10090_4584","208194","Exog"
"G10090_5183","208198","Btbd2"
"G10090_19287","20821","Trim21"
"G10090_10266","208211","Alg1"
"G10090_28969","208213","Tmem132c"
"G10090_24188","20822","Ro60"
"G10090_31386","208228","Mob3a"
"G10090_13855","20823","Ssb"
"G10090_27823","208258","Ankrd33"
"G10090_23230","20826","Snu13"
"G10090_8425","208263","Tor1aip1"
"G10090_11898","208266","Dot1l"
"G10090_9281","208285","Cyp4f17"
"G10090_17400","208292","Zfp871"
"G10090_14345","20832","Ssr4"
"G10090_24597","20833","Ssrp1"
"G10090_18901","208366","Rpp40"
"G10090_13403","208372","Asb18"
"G10090_12641","20840","Stac"
"G10090_8723","20841","Zfp143"
"G10090_17105","20842","Stag1"
"G10090_11242","20843","Stag2"
"G10090_10280","208431","Shroom4"
"G10090_1059","208439","Klhl29"
"G10090_9101","20844","Stam"
"G10090_10499","208440","Dip2c"
"G10090_11222","208449","Sgms1"
"G10090_27034","20845","Star"
"G10090_8688","20846","Stat1"
"G10090_12518","20847","Stat2"
"G10090_9714","20848","Stat3"
"G10090_23737","20849","Stat4"
"G10090_19717","20850","Stat5a"
"G10090_14262","208501","Ndufaf8"
"G10090_12258","20851","Stat5b"
"G10090_12092","208518","Cep78"
"G10090_7893","20852","Stat6"
"G10090_14687","20853","Stau1"
"G10090_24650","20855","Stc1"
"G10090_24810","20856","Stc2"
"G10090_4549","208583","Nek11"
"G10090_26903","208595","Mterf1b"
"G10090_4493","20860","Sult1e1"
"G10090_7684","208606","Rsrc2"
"G10090_29185","20861","Stfa1"
"G10090_26260","208613","Tmem212"
"G10090_328","208618","Etl4"
"G10090_17191","20862","Stfa2"
"G10090_19041","208624","Alg3"
"G10090_12813","208628","Kntc1"
"G10090_32427","20863","Stfa3"
"G10090_32770","208634","Tspan10"
"G10090_11639","208638","Slc25a38"
"G10090_5405","208643","Eif4g1"
"G10090_26472","208647","Creb3l2"
"G10090_15773","208650","Cblb"
"G10090_25042","208659","Fam20a"
"G10090_7313","20866","Stim1"
"G10090_1807","208665","Akr1d1"
"G10090_27139","208666","Diras1"
"G10090_9861","20867","Stip1"
"G10090_26793","208677","Creb3l3"
"G10090_19967","20868","Stk10"
"G10090_11831","20869","Stk11"
"G10090_26718","208691","Eif5a2"
"G10090_15428","20871","Aurkc"
"G10090_20549","208715","Hmgcs1"
"G10090_16290","208718","Dis3l2"
"G10090_2583","20872","Stk16"
"G10090_5786","208727","Hdac4"
"G10090_9226","20873","Plk4"
"G10090_22195","20874","Slk"
"G10090_4425","208748","Prrg3"
"G10090_18485","208760","Aqp12"
"G10090_28138","208768","Sde2"
"G10090_8383","20877","Aurkb"
"G10090_8299","208777","Sned1"
"G10090_12319","20878","Aurka"
"G10090_15288","208795","Tmem63a"
"G10090_14006","208820","Triqk"
"G10090_11084","208836","Fanci"
"G10090_2426","208846","Daam1"
"G10090_10956","208869","Dock3"
"G10090_23655","20887","Sult1a1"
"G10090_28181","20888","Sult1c1"
"G10090_5164","208884","Zdhhc9"
"G10090_5277","208890","Slc26a7"
"G10090_19633","208898","Unc13c"
"G10090_21631","20890","Wnt8a"
"G10090_979","208908","Ccdc62"
"G10090_1548","20892","Cenpx"
"G10090_11948","208922","Cpeb3"
"G10090_27858","20893","Bhlhe40"
"G10090_8504","208936","Adamts18"
"G10090_9711","208943","Myo5c"
"G10090_6248","208967","Thnsl1"
"G10090_14560","208968","Zfp280c"
"G10090_11134","20897","Stra6"
"G10090_19964","208982","Hmgcll1"
"G10090_18819","20899","Stra8"
"G10090_11351","208990","Npb"
"G10090_16263","208994","Fam83b"
"G10090_33076","209003","Rbmx2"
"G10090_22741","209005","Fsip2l"
"G10090_18149","20901","Strap"
"G10090_23121","209011","Sirt7"
"G10090_13249","209012","Ulk4"
"G10090_9954","209018","Vps8"
"G10090_7826","209027","Pycr1"
"G10090_25627","209032","Zc3hav1l"
"G10090_11904","209039","Tns2"
"G10090_14119","209047","Gipc3"
"G10090_18359","20907","Stx1a"
"G10090_7554","20908","Stx3"
"G10090_6136","209086","Samd9l"
"G10090_10689","20909","Stx4a"
"G10090_22665","209091","Ccnb3"
"G10090_21907","20910","Stxbp1"
"G10090_12166","20911","Stxbp2"
"G10090_28398","20912","Stxbp3"
"G10090_13198","20913","Stxbp4"
"G10090_6354","209131","Snx30"
"G10090_28861","20916","Sucla2"
"G10090_18605","20917","Suclg2"
"G10090_886","209176","Ido2"
"G10090_26656","20918","Eif1"
"G10090_15211","209186","Acnat2"
"G10090_30029","209195","Clic6"
"G10090_30528","209200","Dtx3l"
"G10090_15780","209212","Osgin2"
"G10090_17426","20922","Supt4a"
"G10090_6452","209224","Enox2"
"G10090_22150","209225","Zfp710"
"G10090_30191","209232","Wfdc5"
"G10090_6190","209239","Gan"
"G10090_20365","20924","Supt5"
"G10090_15176","20926","Supt6"
"G10090_10547","209268","Igsf1"
"G10090_339","20927","Abcc8"
"G10090_13478","20928","Abcc9"
"G10090_1272","209294","Csta1"
"G10090_6571","20930","Surf1"
"G10090_29786","20931","Surf2"
"G10090_7712","209318","Gps1"
"G10090_24228","20932","Surf4"
"G10090_19031","20933","Med22"
"G10090_4689","209334","Gen1"
"G10090_15076","20935","Surf6"
"G10090_3442","209351","Wfdc6a"
"G10090_29365","209354","Eif2b1"
"G10090_31521","209357","Gtf2h3"
"G10090_32341","209361","Taf3"
"G10090_12700","20937","Suv39h1"
"G10090_9041","209378","Itih5"
"G10090_25238","209387","Trim30d"
"G10090_14908","20941","Svs4"
"G10090_9538","209416","Gpkow"
"G10090_3833","209446","Tfe3"
"G10090_26001","209448","Hoxc10"
"G10090_20810","209456","Trp53bp2"
"G10090_3394","209462","Hace1"
"G10090_17245","20947","Swap70"
"G10090_4860","209478","Tbc1d12"
"G10090_33708","209488","Hsh2d"
"G10090_14329","209497","Tmem164"
"G10090_27263","209512","Taar2"
"G10090_22658","209513","Taar4"
"G10090_24236","209540","Rtl9"
"G10090_2120","20955","Vamp7"
"G10090_5133","209550","Rad51ap2"
"G10090_22413","209558","Enpp3"
"G10090_17385","20957","Sycp1"
"G10090_25505","209584","Tyw3"
"G10090_21410","209586","Nudcd3"
"G10090_22625","209588","Sectm1a"
"G10090_15335","209590","Il23r"
"G10090_16504","209601","Erich3"
"G10090_33140","20962","Sycp3"
"G10090_11300","20963","Syk"
"G10090_4758","209630","Frmd4a"
"G10090_12052","20964","Syn1"
"G10090_6288","209645","Bend7"
"G10090_6608","20965","Syn2"
"G10090_13193","209683","Ttc28"
"G10090_31209","20969","Sdc1"
"G10090_12423","209692","Dhtkd1"
"G10090_3106","20970","Sdc3"
"G10090_6523","209707","Lcorl"
"G10090_1508","20971","Sdc4"
"G10090_7926","20972","Syngr1"
"G10090_18221","20973","Syngr2"
"G10090_18204","209737","Kif15"
"G10090_26687","20974","Syngr3"
"G10090_9806","209743","Minar1"
"G10090_11407","20975","Synj2"
"G10090_21083","209760","Tmc7"
"G10090_33212","20977","Syp"
"G10090_1581","209773","Dennd2a"
"G10090_2644","20979","Syt1"
"G10090_6822","20980","Syt2"
"G10090_23282","20981","Syt3"
"G10090_22920","209815","Tbc1d25"
"G10090_29654","209824","Vmn1r183"
"G10090_16355","20983","Syt4"
"G10090_32171","209837","Slc38a5"
"G10090_29190","209966","Pgbd5"
"G10090_17083","20997","T"
"G10090_17300","210004","B3gntl1"
"G10090_2142","210009","Mtrr"
"G10090_10952","210027","Slc35f3"
"G10090_13457","210029","Metrnl"
"G10090_4223","210035","Nemp1"
"G10090_13045","210044","Adcy2"
"G10090_24315","210094","Iglon5"
"G10090_20900","210104","Zfp175"
"G10090_7551","210105","Zfp719"
"G10090_8993","210106","Tent4a"
"G10090_19735","210108","D130043K22Rik"
"G10090_10393","210126","Lpp"
"G10090_7783","210135","Zfp180"
"G10090_8082","210145","Irgc"
"G10090_24060","210146","Irgq"
"G10090_2467","210148","Slc30a6"
"G10090_14624","210162","Zkscan2"
"G10090_2161","210172","Zfp526"
"G10090_31406","210198","Gprc6a"
"G10090_1352","210274","Shank2"
"G10090_1125","210293","Dock10"
"G10090_2313","210297","Lrch2"
"G10090_11646","210321","BC048679"
"G10090_9590","210356","Nckap5"
"G10090_7523","210376","Mtmr9"
"G10090_2992","210417","Thsd7b"
"G10090_21297","210463","Slc22a22"
"G10090_27976","210503","Zfp677"
"G10090_1017","210510","Tdrd6"
"G10090_26293","210529","Mettl14"
"G10090_33829","210530","P3h2"
"G10090_8443","210544","Tbc1d31"
"G10090_30557","210554","Hus1b"
"G10090_7677","210573","Tmem151b"
"G10090_4757","210582","Coq10a"
"G10090_31800","210583","Gm4767"
"G10090_31058","210622","Pamr1"
"G10090_8719","210673","Prrt3"
"G10090_9222","210710","Gab3"
"G10090_18804","210711","Mcmbp"
"G10090_28973","210719","Mkx"
"G10090_32558","210741","Kcnk12"
"G10090_3316","210757","Themis"
"G10090_18542","210762","Ppp1r36"
"G10090_12207","210766","Brcc3"
"G10090_8371","210789","Tbc1d4"
"G10090_608","210801","Unc5d"
"G10090_8011","210808","Lacc1"
"G10090_30179","210853","Zfp947"
"G10090_23896","210925","Ints9"
"G10090_6507","210933","Adgrb3"
"G10090_13445","210940","Spata31e2"
"G10090_10200","210973","Kbtbd2"
"G10090_7788","210982","Bicral"
"G10090_21653","210992","Lpcat1"
"G10090_19063","210998","Fam91a1"
"G10090_12803","211006","Sepsecs"
"G10090_5769","211007","Trim41"
"G10090_31828","211064","Alkbh1"
"G10090_10871","211134","Lzts1"
"G10090_353","211135","Zfp781a"
"G10090_11358","211147","Marchf11"
"G10090_9137","211151","Churc1"
"G10090_16054","211187","Lrtm2"
"G10090_22488","211223","Vmn2r15"
"G10090_31364","211228","Lrrc25"
"G10090_26424","211232","Cpne9"
"G10090_9626","211253","Mtrf1"
"G10090_17013","211255","Kbtbd7"
"G10090_955","211286","Cln5"
"G10090_21267","211305","Fbxw13"
"G10090_9558","211323","Nrg1"
"G10090_8755","211329","Ncoa7"
"G10090_31340","211347","Pank3"
"G10090_21773","211378","Zfp1008"
"G10090_27088","211389","Suox"
"G10090_2403","211401","Mtss1"
"G10090_33963","211429","Pla2g4b"
"G10090_23205","211446","Exoc3"
"G10090_29539","211468","Kcnh8"
"G10090_11778","211472","Or2y8"
"G10090_7232","211480","Kcnj14"
"G10090_22220","211482","Efhb"
"G10090_4772","211484","Tsga10"
"G10090_5546","211488","Ado"
"G10090_4232","211499","Tmem87a"
"G10090_9587","211535","Odad1"
"G10090_29233","211548","Nomo1"
"G10090_12111","211550","Tifa"
"G10090_8670","211556","Ap1ar"
"G10090_25528","211577","Mrgprf"
"G10090_30080","211578","Mrgprd"
"G10090_1456","211586","Tfdp2"
"G10090_18759","211612","Ptchd1"
"G10090_12313","211623","Plac9"
"G10090_12644","211651","Fancd2"
"G10090_22335","211652","Wwc1"
"G10090_357","211660","Cspp1"
"G10090_9314","211666","Mgst2"
"G10090_31823","211673","Arfgef1"
"G10090_8840","211712","Pcdh9"
"G10090_23157","211739","Vstm2a"
"G10090_28319","211770","Trib1"
"G10090_11753","211798","Mfsd9"
"G10090_12554","211896","Depdc7"
"G10090_3460","211914","Asap2"
"G10090_16455","211922","Dennd6a"
"G10090_31419","211924","Dsg1c"
"G10090_1725","211936","Ccdc73"
"G10090_20336","211945","Plekhh1"
"G10090_29476","211948","Pde12"
"G10090_7199","211949","Spsb4"
"G10090_1471","211961","Asxl3"
"G10090_7903","211978","Zfyve26"
"G10090_30599","211986","Tmem18"
"G10090_22714","212032","Hk3"
"G10090_13051","212070","Clrn3"
"G10090_12866","212073","Syne3"
"G10090_10169","212085","Trim52"
"G10090_30288","212090","Tmem60"
"G10090_14457","212108","Rln3"
"G10090_16097","212111","Inpp5a"
"G10090_27872","212114","Nhlrc3"
"G10090_12472","212123","Dcaf15"
"G10090_13269","212124","Cfap46"
"G10090_33930","212127","Proser1"
"G10090_18769","212139","Cc2d1a"
"G10090_7441","212153","Ccdc191"
"G10090_13358","212163","Ark2n"
"G10090_9376","212167","Gsap"
"G10090_26557","212168","Zswim4"
"G10090_6727","212190","Ubxn10"
"G10090_9622","212198","Wdr25"
"G10090_3842","212276","Zfp748"
"G10090_2646","212281","Zfp729a"
"G10090_9054","212285","Arap2"
"G10090_6489","212307","Mapre2"
"G10090_29602","212326","Fam149a"
"G10090_18318","212377","Mms22l"
"G10090_23871","212390","Klhl32"
"G10090_13530","212391","Lcor"
"G10090_17154","212392","Ccdc110"
"G10090_33145","212398","Frat2"
"G10090_5289","212439","AA986860"
"G10090_18592","212442","Lactb2"
"G10090_9773","212448","9330159F19Rik"
"G10090_12723","212483","Fam193b"
"G10090_2577","212503","Paox"
"G10090_27749","212508","Mtg1"
"G10090_2482","212514","Spice1"
"G10090_8801","212516","Efcab12"
"G10090_15","212517","Cfap44"
"G10090_31226","212518","Sprn"
"G10090_1455","212528","Trmt1"
"G10090_24765","212531","Sh3bgrl2"
"G10090_10812","212539","Gm266"
"G10090_5168","212541","Rho"
"G10090_18033","212547","Nepro"
"G10090_416","212555","Slc66a1"
"G10090_17984","212569","Zfp273"
"G10090_837","212627","Prpsap2"
"G10090_23390","212632","Iffo2"
"G10090_6710","212647","Aldh4a1"
"G10090_9238","212670","Catsper2"
"G10090_29085","212679","Mars2"
"G10090_7837","212706","N4bp3"
"G10090_10056","212712","Satb2"
"G10090_14769","212728","Tarbp1"
"G10090_1618","212733","Bicdl2"
"G10090_11870","212772","Arl14ep"
"G10090_6988","212862","Chpt1"
"G10090_10414","212880","Ddx46"
"G10090_19679","212892","Rsph4a"
"G10090_27050","212898","Dse"
"G10090_12870","212919","Kctd7"
"G10090_17638","212933","Pm20d1"
"G10090_2898","212937","Tifab"
"G10090_16362","212943","Tent5a"
"G10090_4464","212974","Pgghg"
"G10090_18973","212980","Slc45a3"
"G10090_25154","212986","Scfd2"
"G10090_21438","212989","Best2"
"G10090_21252","212996","Galnt17"
"G10090_1425","212998","BC016579"
"G10090_5879","212999","Tnpo2"
